Categoria,Area construida,Preço,Quartos,Banheiros,Vagas,Bairro
Apartamentos,91m²,640000,3,2,2,Morada do Sol
Apartamentos,77m²,345000,3,3,1,Morada do Sol
Apartamentos,210m²,1100000,3,4,4,Fátima
Apartamentos,64m²,390000,3,2,2,Cristo Rei
Apartamentos,75m²,215000,3,3,1,Cristo Rei
Apartamentos,60m²,200000,2,2,1,Campestre
Apartamentos,141m²,1174400,3,4,3,São Cristóvão
Casas,442m²,2600000,4,5 ou mais,5 ou mais,Uruguai
Casas,112m²,549000,3,4,2,Piçarreira
Apartamentos,45m²,199000,2,2,1,Uruguai
Apartamentos,59m²,220000,3,2,1,Novo Horizonte
Apartamentos,90m²,370000,2,2,1,São João
Apartamentos,119m²,950000,3,4,2,São Cristóvão
Apartamentos,227m²,1900000,3,4,4,Jóquei
Apartamentos,127m²,1250000,3,3,2,Fátima
Casas,77m²,280000,3,2,2,Morros
Casas,170m²,1150000,4,4,2,Horto
Apartamentos,812m²,250000,3,1,,Jóquei
Apartamentos,74m²,415000,3,2,1,Santa Isabel
Apartamentos,72m²,390000,3,2,2,Recanto das Palmeiras
Apartamentos,6935m²,400000,3,3,2,Recanto das Palmeiras
Apartamentos,97m²,560000,2,2,1,Fátima
Apartamentos,180m²,1800000,3,2,3,São Cristóvão
Apartamentos,98m²,570000,3,2,2,Horto
Casas,112m²,390000,4,2,3,Gurupi
Casas,135m²,650000,3,2,3,Jóquei
Apartamentos,55m²,170000,2,2,1,Uruguai
Apartamentos,101m²,370000,2,2,1,São Cristóvão
Apartamentos,177m²,1100000,4,5 ou mais,2,Centro
Casas,250m²,1750000,4,5 ou mais,2,Uruguai
Casas,110m²,330000,3,2,2,Mocambinho
Apartamentos,84m²,380000,3,2,1,Fátima
Apartamentos,105m²,750000,3,2,2,Fátima
Apartamentos,98m²,570000,3,2,2,Horto
Apartamentos,73m²,259400,3,2,1,Triunfo
Apartamentos,202m²,1200000,5 ou mais,5 ou mais,3,Fátima
Apartamentos,51m²,209330,2,2,1,Uruguai
Apartamentos,59m²,309000,3,1,1,Recanto das Palmeiras
Apartamentos,49m²,170000,2,1,1,Piçarra
Casas,107m²,589325,4,4,2,Morros
Apartamentos,119m²,1170000,3,4,2,Jóquei
Apartamentos,128m²,1000000,3,4,2,Fátima
Casas,227m²,750000,4,2,2,Santa Isabel
Apartamentos,255m²,1800000,4,5 ou mais,3,Horto
Apartamentos,141m²,1270000,3,4,3,Fátima
Casas,280m²,1400000,4,4,5 ou mais,Ininga
Apartamentos,40m²,110000,2,1,1,
Casas,132m²,271900,3,3,,Morros
Apartamentos,45m²,170000,2,1,1,Santa Maria
Apartamentos,227m²,1900000,3,4,4,Jóquei
Apartamentos,145m²,750000,3,4,3,Recanto das Palmeiras
Casas,58m²,27007,2,1,,
Casas,52m²,180000,2,1,,Vale do Gavião
Casas,223m²,850000,4,5 ou mais,5 ou mais,Ininga
Apartamentos,52m²,298000,2,1,1,São Cristóvão
Casas,146m²,160000,3,1,1,Parque Brasil
Apartamentos,202m²,1200000,5 ou mais,5 ou mais,3,Fátima
Apartamentos,480m²,2600000,5 ou mais,5 ou mais,4,Uruguai
Casas,303m²,850000,4,5 ou mais,4,Jóquei
Apartamentos,81m²,700000,3,1,1,Ininga
Apartamentos,80m²,520000,2,1,2,Uruguai
Apartamentos,62m²,435000,2,3,1,Recanto das Palmeiras
Casas,300m²,58000,2,1,1,Angelim
Apartamentos,127m²,1150000,3,4,2,Horto
Casas,146m²,390000,3,1,2,Alto Alegre
Casas,88m²,160000,3,2,3,Parque Brasil
Apartamentos,190m²,850000,3,3,2,Ininga
Casas,186m²,850000,3,3,2,Ininga
Casas,68m²,350000,2,1,3,Recanto das Palmeiras
Apartamentos,70m²,320000,3,1,1,Ininga
Apartamentos,56m²,228015,3,1,1,São Cristóvão
Apartamentos,101m²,617000,3,3,2,Ilhotas
Apartamentos,75m²,235000,3,3,1,Vila Operária
Casas,480m²,1250000,5 ou mais,5 ou mais,4,Recanto das Palmeiras
Casas,100m²,250000,3,1,1,Centro
Apartamentos,94m²,320000,1,2,1,Noivos
Apartamentos,61m²,165000,2,1,1,Itararé
Apartamentos,105m²,650000,3,2,2,Fátima
Apartamentos,145m²,750000,3,3,3,Santa Isabel
Apartamentos,87m²,610000,3,2,2,
Casas,300m²,85,2,2,1,Santo Antônio
Apartamentos,119m²,1170000,3,5 ou mais,2,São Cristóvão
Apartamentos,168m²,1600000,3,4,2,Jóquei
Apartamentos,77m²,300000,3,2,2,Cristo Rei
Apartamentos,69m²,180000,2,1,1,Gurupi
Apartamentos,200m²,2500000,4,5 ou mais,3,Ininga
Apartamentos,48m²,130000,2,1,1,Cidade Nova
Casas,70m²,290000,2,2,2,Bela Vista
Casas,174m²,600000,3,4,2,Gurupi
Casas,99m²,130000,3,1,1,Pedra Mole
Casas,70m²,550000,3,2,2,Parque Alvorada
Apartamentos,78m²,230000,2,2,1,Ininga
Casas,120m²,1100000,4,1,2,Horto
Apartamentos,127m²,1000000,3,4,2,Jóquei
Apartamentos,128m²,1200000,3,3,2,Horto
Apartamentos,107m²,720000,3,3,2,Frei Serafim
Casas,390m²,850000,4,5 ou mais,5 ou mais,Planalto
Apartamentos,1900m²,4000000,0,5 ou mais,5 ou mais,Porenquanto
Apartamentos,69m²,250000,2,2,1,Morada do Sol
Apartamentos,45m²,199000,2,2,1,Uruguai
Apartamentos,89m²,350000,3,1,2,Morada do Sol
Apartamentos,106m²,850000,3,4,2,Horto
Apartamentos,75m²,330000,2,3,1,São Cristóvão
Apartamentos,70m²,475000,1,1,1,
Casas,100m²,310000,2,2,1,Vale Quem Tem
Apartamentos,105m²,650000,3,2,2,Fátima
Apartamentos,128m²,1000000,3,4,2,Fátima
Apartamentos,62m²,290000,3,2,2,São João
Apartamentos,59m²,220000,3,2,1,Parque Ideal
Casas,100m²,400000,4,3,1,Cabral
Casas,182m²,980000,4,4,2,Horto
Apartamentos,77m²,370000,2,3,1,Campestre
Apartamentos,75m²,420000,3,2,1,Santa Isabel
Apartamentos,107m²,680000,3,3,2,Frei Serafim
Apartamentos,82m²,650000,3,4,2,Jóquei
Apartamentos,130m²,770000,3,2,2,Fátima
Apartamentos,60m²,200000,3,2,1,Vale Quem Tem
Apartamentos,72m²,398000,3,3,2,Noivos
Apartamentos,86m²,562990,3,4,2,Jóquei
Apartamentos,75m²,290000,3,2,1,Piçarreira
Apartamentos,77m²,240000,3,3,1,Santa Isabel
Apartamentos,130m²,320000,4,3,2,São Cristóvão
Apartamentos,56m²,241752,2,1,1,Uruguai
Casas,76m²,282000,3,1,2,Morros
Casas,498m²,765000,2,2,1,Fátima
Apartamentos,80m²,420000,3,4,1,Noivos
Apartamentos,30m²,150000,1,1,1,
Casas,151m²,780000,5 ou mais,5 ou mais,3,Samapi
Apartamentos,66m²,315000,3,2,1,Gurupi
Casas,180m²,1300000,1,5 ou mais,5 ou mais,Ininga
Apartamentos,59m²,350000,2,2,1,Recanto das Palmeiras
Casas,185m²,850000,4,5 ou mais,2,Piçarreira
Casas,145m²,550000,3,1,2,São João
Apartamentos,65m²,165000,3,1,1,Uruguai
Apartamentos,46m²,125000,2,1,1,
Apartamentos,70m²,475000,1,1,1,
Apartamentos,179m²,1450000,4,4,3,Jóquei
Casas,260m²,1800000,3,3,4,Horto
Casas,350m²,950000,3,4,4,Ininga
Casas,61m²,130000,2,1,2,Parque Sul
Apartamentos,170m²,750000,3,4,2,Frei Serafim
Apartamentos,64m²,390000,3,2,2,Cristo Rei
Casas,98m²,275000,2,1,,São Sebastião
Apartamentos,124m²,690000,3,2,2,Fátima
Apartamentos,224m²,2000000,3,5 ou mais,3,São Cristóvão
Casas,105m²,1300000,4,5 ou mais,5 ou mais,Horto
Casas,195m²,700000,3,4,5 ou mais,Gurupi
Apartamentos,300m²,2900000,4,4,5 ou mais,Jóquei
Casas,120m²,250000,3,2,2,
Casas,160m²,500000,4,4,2,Uruguai
Apartamentos,80m²,240000,4,3,1,Santa Isabel
Apartamentos,250m²,1800000,3,1,3,Fátima
Apartamentos,150m²,1180000,3,4,3,Jóquei
Apartamentos,174m²,950000,3,4,2,Ilhotas
Casas,200m²,500000,4,5 ou mais,2,Uruguai
Casas,160m²,630000,3,4,2,Santa Lia
Casas,100m²,670000,3,2,4,Morada do Sol
Apartamentos,86m²,275000,3,3,1,Piçarra
Casas,93m²,289000,3,2,1,Pedra Mole
Casas,103m²,620000,3,2,2,Campestre
Apartamentos,80m²,560000,3,4,2,Horto
Casas,175m²,890000,4,5 ou mais,4,Gurupi
Apartamentos,74m²,430000,3,3,2,Noivos
Apartamentos,60m²,200000,3,2,1,Vale Quem Tem
Casas,400m²,1300000,4,4,2,Novo Uruguai
Casas,200m²,350000,4,4,2,Itararé
Apartamentos,50m²,150000,2,1,0,Santo Antônio
Apartamentos,160m²,1600000,3,4,3,Jóquei
Casas,165m²,520000,3,4,2,Bela Vista
Apartamentos,75m²,200000,3,1,1,Ininga
Apartamentos,86m²,230000,3,1,1,Morada do Sol
Apartamentos,130m²,770000,3,2,2,Horto
Casas,600m²,1800000,3,3,1,Morada do Sol
Apartamentos,82m²,650000,3,4,2,Jóquei
Casas,104m²,550000,3,4,2,Pedra Mole
Apartamentos,80m²,520000,3,3,2,Horto
Casas,653m²,4000000,5 ou mais,5 ou mais,5 ou mais,Horto
Apartamentos,105m²,700000,4,3,2,Fátima
Apartamentos,244m²,1150000,4,5 ou mais,0,Ilhotas
Apartamentos,46m²,140000,2,1,2,Cristo Rei
Apartamentos,60m²,280000,2,2,1,Santa Isabel
Casas,63m²,35000,2,1,1,
Casas,61m²,134265,2,1,1,Santa Maria
Casas,61m²,129700,2,1,1,Santa Maria
Apartamentos,46m²,126000,2,1,1,Santa Maria
Apartamentos,82m²,630000,2,3,1,Fátima
Apartamentos,46m²,133900,2,1,1,Santa Maria
Apartamentos,61m²,212300,2,2,1,Cristo Rei
Apartamentos,52m²,200000,2,2,1,Uruguai
Apartamentos,46m²,134900,2,1,1,Santa Maria
Apartamentos,75m²,360000,3,2,1,Santa Isabel
Casas,145m²,680000,4,4,2,Morros
Casas,30m²,40000,2,1,0,Parque Brasil
Casas,152m²,800000,4,5 ou mais,2,Samapi
Apartamentos,105m²,650000,3,2,2,Fátima
Apartamentos,49m²,140000,2,2,1,Vale do Gavião
Casas,302m²,2200000,4,5 ou mais,4,Uruguai
Apartamentos,67m²,410000,2,2,1,Jóquei
Casas,400m²,2900000,5 ou mais,5 ou mais,2,Tabajaras
Apartamentos,160m²,1600000,3,4,3,Jóquei
Casas,224m²,800000,3,3,3,Fátima
Casas,400m²,1300000,4,4,2,Gurupi
Casas,374m²,1600000,4,5 ou mais,2,Morada do Sol
Casas,160m²,700000,3,2,4,Lourival Parente
Casas,60m²,139000,2,1,1,Vale do Gavião
Apartamentos,48m²,170000,2,1,1,Campestre
Casas,175m²,890000,4,5 ou mais,4,Gurupi
Casas,156m²,750000,4,4,2,Zoobotânico
Apartamentos,187m²,1191744,4,5 ou mais,3,Noivos
Apartamentos,75m²,420000,3,2,1,Santa Isabel
Apartamentos,105m²,650000,3,2,2,Fátima
Casas,390m²,900000,4,3,2,Ininga
Apartamentos,77m²,350000,2,3,1,Horto
Apartamentos,72m²,398000,3,3,2,Noivos
Casas,800m²,3000000,4,5 ou mais,5 ou mais,Ininga
Casas,120m²,398000,4,2,3,Gurupi
Apartamentos,168m²,1600000,3,4,2,Jóquei
Apartamentos,77m²,280000,3,3,1,Uruguai
Apartamentos,196m²,920000,3,4,2,Horto
Casas,220m²,1500000,4,4,4,Fátima
Casas,152m²,780000,4,5 ou mais,2,Samapi
Casas,30m²,20000,2,2,1,
Casas,225m²,500000,3,2,4,São Cristóvão
Apartamentos,77m²,265000,3,3,1,Campestre
Apartamentos,90m²,250000,3,3,1,Piçarra
Apartamentos,75m²,290000,3,2,1,Piçarreira
Casas,167m²,580000,3,3,3,Ininga
Casas,169m²,430000,3,3,4,Morada Nova
Casas,157m²,780000,4,5 ou mais,3,Samapi
