Categoria,Area construida,Preço,Quartos,Banheiros,Vagas,Bairro
Apartamentos,63m²,347271,3,3,1,Ilhotas
Casas,162m²,850000,4,4,5 ou mais,Santa Isabel
Casas,104m²,530000,4,5 ou mais,2,Pedra Mole
Casas,60m²,105000,2,1,2,
Casas,750m²,3000000,4,5 ou mais,5 ou mais,Recanto das Palmeiras
Apartamentos,106m²,750000,3,4,2,Noivos
Casas,63m²,34347,2,1,,
Apartamentos,51m²,211700,2,2,1,Uruguai
Apartamentos,58m²,130000,2,1,1,Campestre
Apartamentos,224m²,1650000,4,4,3,Jóquei
Casas,120m²,620000,4,4,2,Gurupi
Apartamentos,67m²,185000,2,2,1,São Sebastião
Apartamentos,83m²,630000,2,3,2,São Cristóvão
Apartamentos,68m²,255000,3,2,1,São João
Casas,180m²,900000,4,1,2,Gurupi
Casas,89m²,250000,3,2,,São Sebastião
Apartamentos,65m²,250000,3,1,2,Uruguai
Casas,173m²,330000,5 ou mais,2,2,Três Andares
Casas,250m²,55000,2,1,2,
Apartamentos,45m²,188554,2,1,1,Porto do Centro
Apartamentos,50m²,150000,2,1,1,Uruguai
Casas,88m²,115000,3,2,0,Angelim
Casas,209m²,570000,4,5 ou mais,4,Satélite
Apartamentos,86m²,562990,3,4,2,Jóquei
Casas,300m²,1300000,4,5 ou mais,5 ou mais,Gurupi
Apartamentos,102m²,240000,4,3,1,Campestre
Casas,231m²,600000,3,4,2,Gurupi
Casas,180m²,1100000,3,2,2,Marquês
Casas,139m²,650000,4,2,2,Morada do Sol
Casas,77m²,670000,2,1,2,Lourival Parente
Casas,100m²,180000,2,1,3,Mocambinho
Casas,200m²,140000,2,1,1,Vale Quem Tem
Casas,156m²,600000,4,2,2,São Cristóvão
Casas,90m²,500000,3,1,,Piçarra
Casas,133m²,300000,3,2,2,Marquês
Casas,67m²,510000,2,1,1,Piçarreira
Apartamentos,64m²,230000,2,1,1,Uruguai
Apartamentos,71m²,260000,3,1,1,Noivos
Apartamentos,77m²,280000,3,1,1,Campestre
Apartamentos,45m²,135000,2,1,1,Vale do Gavião
Apartamentos,76m²,370000,3,3,2,Jóquei
Apartamentos,92m²,220000,2,1,2,Centro
Apartamentos,100m²,550000,4,1,2,Centro
Casas,300m²,170000,2,1,1,Vale Quem Tem
Casas,390m²,850000,3,1,3,Ininga
Casas,210m²,122900,2,1,1,Angelim
Apartamentos,70m²,280000,2,1,1,Jóquei
Casas,322m²,200000,1,1,3,Buenos Aires
Apartamentos,68m²,320000,3,1,1,Planalto
Apartamentos,55m²,300000,1,1,1,Jóquei
Casas,600m²,750000,4,2,2,Ininga
Apartamentos,81m²,310000,2,2,,Jóquei
Apartamentos,51m²,200000,2,2,,Vale Quem Tem
Apartamentos,65m²,140000,2,2,1,Cristo Rei
Apartamentos,250m²,200000,3,1,2,Cristo Rei
Apartamentos,48m²,160000,2,1,1,Santa Isabel
Casas,105m²,330000,3,2,4,Vale Quem Tem
Apartamentos,75m²,355000,3,1,2,Santa Isabel
Casas,99m²,170000,2,1,,Piçarreira
Casas,414m²,850000,3,3,3,Campestre
Apartamentos,65m²,190000,3,1,1,Uruguai
Apartamentos,97m²,270000,2,1,2,Campestre
Apartamentos,50m²,135000,2,1,1,Vale do Gavião
Apartamentos,72m²,390000,3,1,2,São João
Casas,162m²,650000,3,2,4,Acarape
Apartamentos,60m²,260000,3,2,1,Uruguai
Casas,120m²,250000,3,1,2,Mafuá
Casas,1000m²,80000,2,1,1,
Apartamentos,190m²,850000,3,4,2,Ininga
Apartamentos,206m²,1380000,4,4,3,Fátima
Apartamentos,74m²,470000,2,2,1,Santa Isabel
Apartamentos,74m²,215000,3,2,1,Gurupi
Apartamentos,89m²,260000,3,3,1,Santa Isabel
Casas,186m²,850000,4,5 ou mais,3,Ininga
Casas,129m²,395000,3,2,2,Vale Quem Tem
Casas,800m²,3500000,5 ou mais,5 ou mais,5 ou mais,Ininga
Casas,93m²,359000,3,3,1,Pedra Mole
Casas,140m²,750000,4,4,2,Zoobotânico
Casas,239m²,1700000,4,5 ou mais,4,Tabajaras
Apartamentos,264m²,2545000,4,5 ou mais,3,Jóquei
Casas,200m²,600000,4,3,3,Recanto das Palmeiras
Apartamentos,120m²,587000,3,1,2,Ininga
Apartamentos,54m²,170000,1,1,1,Piçarreira
Casas,200m²,850000,4,1,,Santa Isabel
Apartamentos,78m²,460000,3,2,2,São Cristóvão
Casas,186m²,600000,2,1,,Centro
Apartamentos,60m²,320000,3,2,1,São Cristóvão
Apartamentos,113m²,280000,3,3,1,Marquês
Apartamentos,84m²,903000,1,1,2,
Casas,222m²,700000,5 ou mais,5 ou mais,4,Planalto
Apartamentos,80m²,240000,3,2,1,Santa Isabel
Casas,428m²,960000,3,3,2,Centro
Apartamentos,63m²,180000,3,1,1,Todos os Santos
Casas,228m²,1600000,4,4,2,Uruguai
Apartamentos,65m²,220000,2,1,1,Santa Isabel
Casas,240m²,230000,3,2,3,Vale Quem Tem
Apartamentos,46m²,130000,2,1,1,Vale do Gavião
Casas,52m²,169900,2,1,2,Portal da Alegria
Casas,450m²,800000,3,1,5 ou mais,Horto
Casas,160m²,680000,4,1,2,Morros
Casas,374m²,1600000,4,4,2,Fátima
Casas,160m²,680000,4,1,2,Morros
Casas,500m²,280000,1,1,2,Aeroporto
Apartamentos,47m²,110000,2,1,1,Itararé
Apartamentos,40m²,115000,2,1,1,Tancredo Neves
Casas,150m²,330000,4,1,1,Tabuleta
Casas,115m²,354000,3,1,4,Vale Quem Tem
Casas,253m²,350000,3,1,2,Monte Castelo
Casas,200m²,200000,2,1,2,Vale Quem Tem
Casas,160m²,280000,3,1,1,Vale Quem Tem
Casas,60m²,200000,2,1,,Monte Castelo
Apartamentos,75m²,240000,3,2,1,Cristo Rei
Casas,300m²,230000,3,1,2,Bela Vista
Apartamentos,159m²,1300000,3,4,3,Jóquei
Apartamentos,45m²,120000,2,1,2,Vale Quem Tem
Casas,62m²,190000,3,1,2,Vale Quem Tem
Apartamentos,65m²,410000,1,1,1,Fátima
Apartamentos,73m²,220000,3,1,1,Ilhotas
Casas,105m²,315000,3,2,5 ou mais,Vale Quem Tem
Apartamentos,77m²,260000,3,1,1,Campestre
Apartamentos,65m²,350000,3,2,2,Cristo Rei
Apartamentos,65m²,265000,3,1,1,Piçarreira
Apartamentos,51m²,180000,2,2,1,Uruguai
Apartamentos,49m²,150000,2,1,1,Aeroporto
Casas,300m²,450000,4,1,4,Vermelha
Apartamentos,44m²,128000,2,1,2,Primavera
Casas,300m²,550000,3,2,,Fátima
Apartamentos,46m²,120000,2,1,1,Vale do Gavião
Apartamentos,76m²,239000,1,3,1,Horto
Casas,789m²,900000,4,1,3,Morada do Sol
Casas,100m²,169000,2,2,1,Vale do Gavião
Apartamentos,58m²,272200,2,2,2,Aeroporto
Apartamentos,46m²,130000,2,1,1,Vale do Gavião
Casas,213m²,1650000,3,3,2,Tabajaras
Apartamentos,75m²,374900,3,2,2,Santa Isabel
Apartamentos,65m²,230000,3,2,1,Uruguai
Apartamentos,160m²,690000,3,1,1,Frei Serafim
Casas,372m²,1595000,1,1,,
Casas,132m²,550000,3,3,4,Zoobotânico
Apartamentos,51m²,450000,1,1,1,Fátima
Apartamentos,75m²,290000,3,2,1,Piçarreira
Casas,520m²,2400000,3,3,4,Uruguai
Casas,180m²,740000,4,4,2,Morros
Apartamentos,73m²,450000,3,2,2,Ininga
Apartamentos,100m²,575000,3,4,3,Horto
Apartamentos,800m²,5800000,5 ou mais,5 ou mais,5 ou mais,Jóquei
Apartamentos,341m²,2500000,4,4,3,Jóquei
Apartamentos,106m²,850000,3,4,2,Horto
Apartamentos,99m²,220000,2,2,1,Santa Isabel
Apartamentos,48m²,140000,2,1,1,Cidade Nova
Apartamentos,69m²,230000,3,2,1,Cristo Rei
Apartamentos,59m²,230000,3,2,1,Santa Lia
Apartamentos,69m²,365000,3,3,2,Recanto das Palmeiras
Apartamentos,41m²,353154,1,1,1,Fátima
Apartamentos,71m²,319245,3,2,2,Uruguai
Apartamentos,55m²,165000,2,1,1,Gurupi
Casas,230m²,260000,5 ou mais,5 ou mais,2,Monte Castelo
Casas,244m²,2300000,5 ou mais,5 ou mais,4,Centro
Apartamentos,127m²,1211282,3,4,3,Jóquei
Casas,89m²,180000,3,1,2,Vale Quem Tem
Casas,77m²,289000,3,2,2,Aroeiras
Apartamentos,59m²,226000,3,2,1,Vale Quem Tem
Apartamentos,76m²,430000,3,1,2,Noivos
Apartamentos,76m²,570000,2,1,2,Horto
Apartamentos,60m²,239000,2,1,1,Santa Lia
Apartamentos,76m²,390000,1,1,1,Jóquei
Apartamentos,133m²,780000,3,1,2,Fátima
Apartamentos,64m²,170000,3,2,1,Campestre
Casas,675m²,1200000,3,2,4,Centro
Apartamentos,77m²,250000,3,2,1,Santa Isabel
Casas,200m²,200000,3,1,2,Três Andares
Apartamentos,50m²,160000,2,2,1,Gurupi
Apartamentos,88m²,450000,3,2,2,Santa Isabel
Apartamentos,85m²,300000,3,1,2,Horto
Apartamentos,75m²,330000,2,2,1,São Cristóvão
Casas,567m²,570000,3,1,3,Morada do Sol
Apartamentos,119m²,600000,3,3,2,Fátima
Casas,163m²,250000,3,2,2,Parque Piauí
Apartamentos,69m²,190000,3,1,1,Zoobotânico
Casas,408m²,880000,5 ou mais,1,4,Centro
Apartamentos,67m²,280000,3,1,1,Planalto
Casas,89m²,443780,3,2,2,Gurupi
Apartamentos,65m²,185000,3,1,1,Uruguai
Apartamentos,45m²,130000,2,1,1,Centro
Casas,396m²,800000,4,2,3,Planalto
Apartamentos,74m²,295000,3,2,1,Santa Isabel
Apartamentos,73m²,300000,3,2,1,Horto
Casas,400m²,600000,3,3,4,Centro
Apartamentos,76m²,350000,3,3,2,Jóquei
Casas,250m²,250000,2,2,1,Aeroporto
Apartamentos,74m²,220000,3,1,1,Ininga
Casas,200m²,350000,2,1,2,Vale Quem Tem
Apartamentos,47m²,130000,2,1,1,Morros
Casas,300m²,180000,3,1,2,Portal da Alegria
Casas,200m²,180000,3,1,1,Vale Quem Tem
Apartamentos,105m²,700000,3,2,2,Fátima
Apartamentos,67m²,450000,3,2,2,Jóquei
Casas,315m²,460000,2,1,2,São João
Casas,200m²,180000,2,2,1,Santa Maria
Casas,500m²,450000,4,2,2,Horto
Apartamentos,48m²,135000,2,1,1,Cidade Jardim
Apartamentos,45m²,170000,2,1,1,Vale Quem Tem
Apartamentos,80m²,770000,2,2,2,Fátima
Apartamentos,92m²,260000,3,2,2,Jóquei
Apartamentos,172m²,670000,3,1,1,Frei Serafim
Apartamentos,89m²,180000,3,1,1,São Cristóvão
Apartamentos,50m²,160000,2,1,1,Gurupi
Casas,200m²,400000,4,1,3,Vale Quem Tem
Casas,390m²,500000,3,1,5 ou mais,Santa Isabel
Casas,1250m²,1800000,4,1,5 ou mais,Planalto
Apartamentos,80m²,260000,3,1,1,Santa Isabel
Apartamentos,115m²,265000,3,3,1,Horto
Apartamentos,200m²,2100000,4,4,3,Fátima
Apartamentos,59m²,327644,3,2,1,São Cristóvão
Casas,209m²,0,3,3,2,Sabiazal
Casas,300m²,450000,4,4,5 ou mais,Tabuleta
Casas,193m²,700000,3,4,5 ou mais,Horto
Casas,400m²,630000,4,5 ou mais,4,São Cristóvão
Casas,152m²,780000,4,4,2,Socopo
Apartamentos,62m²,300000,3,2,1,Recanto das Palmeiras
Apartamentos,73m²,180000,3,2,2,Ilhotas
Apartamentos,46m²,130000,2,1,1,Centro
Apartamentos,32m²,288000,1,1,1,Horto
Casas,520m²,2400000,3,3,4,Uruguai
Casas,277m²,880000,2,3,2,Lourival Parente
Casas,1200m²,680000,4,1,3,Matinha
Casas,250m²,1200000,3,1,1,Centro
Apartamentos,64m²,280000,3,1,1,Gurupi
Apartamentos,52m²,220000,2,2,1,Uruguai
Apartamentos,47m²,140000,2,1,1,Satélite
Casas,143m²,400000,3,1,,Vale Quem Tem
Casas,384m²,450000,3,1,3,Vila Operária
Casas,76m²,420000,2,3,2,Morada Nova
Apartamentos,67m²,420000,3,3,2,Fátima
Apartamentos,69m²,310000,3,2,1,Gurupi
Apartamentos,80m²,250000,3,3,2,São Cristóvão
Apartamentos,37m²,185490,2,1,1,Uruguai
Casas,250m²,300000,5 ou mais,4,1,Vale Quem Tem
Apartamentos,50m²,140000,2,2,1,Parque Sul
Casas,200m²,190000,4,1,1,Bela Vista
Casas,450m²,1200000,3,2,4,São Cristóvão
Apartamentos,74m²,440000,3,2,1,Santa Isabel
Apartamentos,65m²,300000,3,3,1,Uruguai
Apartamentos,46m²,135673,2,1,1,Morros
Apartamentos,151m²,340000,3,1,1,São Cristóvão
Apartamentos,126m²,720000,3,1,2,Fátima
Casas,429m²,500000,3,1,4,Santa Isabel
Apartamentos,67m²,290000,2,1,1,Fátima
Apartamentos,227m²,2300000,4,1,1,Jóquei
Apartamentos,103m²,300000,3,1,1,Parque Poti
Apartamentos,50m²,110000,2,1,1,Parque Ideal
Casas,183m²,1000000,4,1,1,Ininga
Apartamentos,200m²,1260000,4,1,4,Jóquei
Apartamentos,145m²,800000,3,3,2,Recanto das Palmeiras
Apartamentos,55m²,250000,2,2,1,Cristo Rei
Apartamentos,66m²,260000,3,2,2,Centro
Apartamentos,59m²,350000,2,1,1,Horto
Casas,170m²,450000,3,3,3,Saci
Apartamentos,77m²,270000,3,3,1,Campestre
Apartamentos,48m²,140000,2,1,1,Santa Maria
Casas,229m²,1350000,3,2,3,Uruguai
Casas,402m²,1500000,5 ou mais,5 ou mais,5 ou mais,Fátima
Apartamentos,127m²,1200000,3,1,2,Fátima
Casas,491m²,3100000,4,4,3,Tabajaras
Apartamentos,73m²,230000,3,2,1,Piçarreira
Apartamentos,187m²,1207000,4,3,3,Noivos
Casas,200m²,590000,4,3,4,Satélite
Apartamentos,70m²,170000,3,2,1,Santa Luzia
Casas,160m²,310000,3,2,2,Mocambinho
Casas,352m²,680000,4,5 ou mais,5 ou mais,Centro
Apartamentos,73m²,390000,3,2,2,Triunfo
Apartamentos,127m²,1150000,3,3,2,Fátima
Casas,72m²,240000,3,2,2,Aroeiras
Casas,103m²,290000,3,2,4,São Sebastião
Apartamentos,119m²,600000,3,2,2,Fátima
Casas,58m²,169900,2,1,1,Aroeiras
Casas,150m²,75000,2,1,1,Todos os Santos
Casas,70m²,233000,3,2,1,Uruguai
Apartamentos,303m²,2750000,4,5 ou mais,4,Fátima
Apartamentos,415m²,3000000,4,5 ou mais,2,Jóquei
Casas,161m²,350000,4,1,2,
Apartamentos,85m²,529000,3,3,2,Santa Isabel
Apartamentos,179m²,2045958,4,5 ou mais,3,Jóquei
Casas,270m²,1750000,4,4,2,Tabajaras
Casas,135m²,700000,3,2,Uruguai,
Apartamentos,74m²,470000,2,2,Santa Isabel,
Casas,542m²,3000000,4,5 ou mais,Uruguai,
Apartamentos,64m²,390000,3,2,Cristo Rei,
Casas,61m²,165311,2,1,Morros,
Casas,300m²,1800000,4,5 ou mais,Gurupi,
Apartamentos,84m²,520000,2,4,Jóquei,
Apartamentos,71m²,370000,3,2,São João,
Apartamentos,84m²,380000,3,2,Horto,
Casas,186m²,995000,4,3,Ininga,
Apartamentos,137m²,900000,3,4,Jóquei,
Apartamentos,65m²,210000,3,1,Uruguai,
Apartamentos,161m²,1250000,3,3,Fátima,
Apartamentos,80m²,750000,3,2,Jóquei,
Apartamentos,60m²,340000,2,2,Ininga,
Casas,100m²,600000,3,1,Santa Isabel,
Casas,322m²,1299000,4,4,Ininga,
Apartamentos,72m²,380000,3,2,São João,
Casas,210m²,1150000,4,4,Morros,
Casas,110m²,550000,4,4,Morros,
Casas,246m²,1500000,3,4,Uruguai,
Casas,130m²,661000,3,3,Vale Quem Tem,
Casas,460m²,1800000,4,5 ou mais,São Cristóvão,
Casas,210m²,1150000,4,4,Morros,
Casas,287m²,850000,5 ou mais,5 ou mais,São João,
Apartamentos,75m²,435000,3,4,Horto,
Casas,200m²,180000,2,1,Vale Quem Tem,
Apartamentos,182m²,980000,4,4,Horto,
Casas,200m²,390000,3,1,Itararé,
Apartamentos,32m²,297600,1,2,Horto,
Casas,287m²,850000,5 ou mais,5 ou mais,São João,
Casas,186m²,995000,4,4,Ininga,
Casas,100m²,400000,3,1,Aeroporto,
Apartamentos,66m²,335000,3,1,Uruguai,
Casas,180m²,1150000,4,5 ou mais,Horto,
Apartamentos,110m²,290000,3,2,São Pedro,
Apartamentos,60m²,200000,3,2,Vale Quem Tem,
Casas,200m²,590000,4,3,Satélite,
Casas,440m²,1300000,4,5 ou mais,Socopo,
Casas,400m²,1300000,4,4,Gurupi,
Casas,200m²,120000,2,1,Memorare,
Casas,24m²,80000,1,1,,
Casas,175m²,890000,4,5 ou mais,Gurupi,
Casas,390m²,720000,5 ou mais,4,Ininga,
Casas,370m²,845000,5 ou mais,4,Ininga,
Apartamentos,55m²,147000,2,2,Colorado,
Casas,800m²,3000000,4,5 ou mais,Ininga,
Apartamentos,46m²,140000,2,1,Centro,
Apartamentos,79m²,735000,2,3,Fátima,
Casas,130m²,,3,2,Porto do Centro,
Casas,102m²,,4,2,Morros,
Casas,260m²,,4,1,Cristo Rei,
Casas,137m²,,4,5 ou mais,Morros,
Apartamentos,59m²,,2,1,Uruguai,
Casas,280m²,,4,4,Ininga,
Apartamentos,85m²,,3,2,Ilhotas,
Apartamentos,69m²,,3,1,Horto,
Casas,93m²,,3,1,Cidade Jardim,
Apartamentos,280m²,,4,4,Ininga,
Apartamentos,142m²,,3,5 ou mais,Vale Quem Tem,
Casas,152m²,,4,4,Samapi,
Casas,400m²,,4,4,Morada do Sol,
Casas,182m²,,4,4,Horto,
Apartamentos,96m²,,3,2,Fátima,
Apartamentos,94m²,,3,3,Piçarra,
Casas,250m²,,4,5 ou mais,Morros,
Casas,66m²,,3,2,Santa Maria,
Casas,491m²,,4,5 ou mais,Tabajaras,
Apartamentos,196m²,,3,4,Ininga,
Casas,520m²,,3,3,Uruguai,
Apartamentos,67m²,,3,2,São João,
Apartamentos,85m²,,3,2,Ilhotas,
Casas,226m²,,4,5 ou mais,Fátima,
Casas,600m²,,5 ou mais,5 ou mais,Uruguai,
Apartamentos,94m²,,2,3,Ilhotas,
Casas,233m²,,4,3,Santa Isabel,
Casas,100m²,,3,2,Santa Isabel,
Casas,151m²,,4,4,Gurupi,
Apartamentos,81m²,,3,2,Ininga,
Casas,77m²,,3,1,Morros,
Apartamentos,210m²,,3,4,Fátima,
Apartamentos,81m²,,3,2,Ininga,
Apartamentos,57m²,,2,2,,
Apartamentos,56m²,,2,2,Macaúba,
Apartamentos,210m²,,3,4,Fátima,
Casas,183m²,,4,5 ou mais,Ininga,
Casas,54m²,,2,2,Vale do Gavião,
Casas,210m²,,4,5 ou mais,Morros,
Casas,56m²,,2,1,Itararé,
Apartamentos,45m²,,3,1,Jóquei,
Apartamentos,77m²,,3,2,Uruguai,
Apartamentos,105m²,,3,2,Fátima,
Casas,138m²,,4,3,Morros,
Casas,250m²,,4,5 ou mais,Uruguai,
Casas,146m²,,4,4,Água Mineral,
Apartamentos,244m²,,4,5 ou mais,São Cristóvão,
Apartamentos,244m²,,4,5 ou mais,São Cristóvão,
Apartamentos,179m²,,4,5 ou mais,São Cristóvão,
Apartamentos,56m²,,2,2,Macaúba,
Apartamentos,46m²,,2,1,Piçarra,
Apartamentos,41m²,,2,1,Campestre,
Casas,76m²,,3,3,Morros,
Casas,76m²,,3,1,Morros,
Apartamentos,80m²,,3,1,Ininga,
Apartamentos,46m²,,2,1,Santa Maria,
Casas,200m²,,3,3,Gurupi,
Apartamentos,70m²,,3,3,Uruguai,
Apartamentos,101m²,,3,3,Cabral,
Casas,99m²,,4,5 ou mais,Satélite,
Casas,190m²,,4,3,Saci,
Casas,169m²,,3,3,Vale Quem Tem,
Casas,152m²,,4,5 ou mais,Samapi,
Casas,250m²,,4,4,Pirajá,
Casas,150m²,,3,2,Morros,
Casas,99m²,,3,4,Gurupi,
Casas,180m²,,4,4,Morros,
Apartamentos,380m²,,4,5 ou mais,São Cristóvão,
Casas,150m²,,3,3,Saci,
Casas,250m²,,4,3,Acarape,
Casas,110m²,,3,2,Vale Quem Tem,
Casas,200m²,,4,4,Santa Isabel,
Apartamentos,160m²,,3,4,Jóquei,
Casas,140m²,,3,2,Mocambinho,
Casas,750m²,,3,1,Novo Uruguai,
Apartamentos,283m²,,5 ou mais,2,Recanto das Palmeiras,
Casas,210m²,,4,3,Uruguai,
Casas,150m²,,5 ou mais,5 ou mais,,
Casas,491m²,,4,5 ou mais,Tabajaras,
Apartamentos,76m²,,3,1,Fátima,
Casas,266m²,,1,1,São Cristóvão,
Apartamentos,315m²,,4,4,Jóquei,
Casas,210m²,,4,5 ou mais,Morros,
Apartamentos,59m²,,2,2,Cristo Rei,
Apartamentos,110m²,,2,2,Cabral,
Apartamentos,130m²,,3,1,Fátima,
Apartamentos,222m²,,4,4,Noivos,
Casas,144m²,,3,3,Morros,
Casas,60m²,,2,1,Vale Quem Tem,
Casas,80m²,,3,1,Gurupi,
Casas,184m²,,3,2,Horto,
Apartamentos,60m²,,3,1,Vale Quem Tem,
Apartamentos,49m²,,2,1,Itararé,
Apartamentos,80m²,,3,2,Ininga,
Casas,360m²,,5 ou mais,4,São João,
Apartamentos,63m²,,3,2,Zoobotânico,
Casas,180m²,,4,3,Planalto,
Apartamentos,70m²,,3,2,Morros,
Casas,130m²,,4,3,São Cristóvão,
Casas,99m²,,4,5 ou mais,Noivos,
Apartamentos,69m²,,3,3,Recanto das Palmeiras,
Apartamentos,107m²,,4,4,Jóquei,
Apartamentos,77m²,,3,1,Uruguai,
Casas,402m²,,5 ou mais,5 ou mais,Gurupi,
Casas,110m²,,3,3,,
Casas,56m²,,2,1,,
Casas,250m²,,4,5 ou mais,São Cristóvão,
Apartamentos,73m²,,3,1,São Cristóvão,
Casas,67m²,,3,2,Socopo,
Apartamentos,123m²,,4,1,São Cristóvão,
Casas,93m²,,3,3,Pedra Mole,
Casas,150m²,,3,3,São João,
Apartamentos,67m²,,2,2,São Cristóvão,
Casas,145m²,,4,5 ou mais,Morros,
Apartamentos,72m²,,3,1,Horto,
Apartamentos,77m²,,3,2,Ininga,
Apartamentos,76m²,,3,2,Gurupi,
Casas,387m²,820000,3,3,4,Noivos
Apartamentos,75m²,435000,3,4,2,Horto
Apartamentos,79m²,735000,2,3,2,Fátima
Casas,200m²,120000,2,1,,Itararé
Casas,1080m²,400000,3,2,Área de serviço,Cidade Jardim
Apartamentos,60m²,200000,3,2,2,Santa Lia
Casas,40m²,40000,2,1,1,Aeroporto
Apartamentos,60m²,280000,2,2,1,Uruguai
Apartamentos,74m²,450000,3,2,2,Horto
Apartamentos,72m²,398000,3,3,2,Noivos
Casas,580m²,700000,3,3,4,Horto
Apartamentos,62m²,275000,3,2,1,Planalto
Apartamentos,75m²,290000,3,2,1,Piçarreira
Apartamentos,66m²,315000,3,2,1,Gurupi
Apartamentos,67m²,240000,3,2,1,Noivos
Apartamentos,59m²,576304,1,1,1,Jóquei
Casas,69m²,29454,2,1,,
Apartamentos,60m²,185000,3,2,1,Vale Quem Tem
Casas,145m²,700000,4,4,2,Morros
Casas,124m²,900000,3,3,1,Piçarra
Apartamentos,70m²,330000,3,1,1,Ininga
Casas,250m²,1750000,4,4,2,Uruguai
Casas,280m²,450000,3,3,3,Bela Vista
Apartamentos,62m²,340000,3,2,2,São João
Apartamentos,56m²,272100,2,2,1,Nossa Senhora das Graças
Apartamentos,82m²,650000,3,4,2,Jóquei
Apartamentos,45m²,199000,2,2,1,Uruguai
Apartamentos,55m²,160000,2,1,1,Colorado
Casas,160m²,750000,4,4,2,Samapi
Apartamentos,77m²,370000,2,3,1,Campestre
Apartamentos,80m²,560000,3,4,2,Horto
Apartamentos,106m²,850000,3,4,2,Horto
Apartamentos,72m²,460000,2,3,2,São Cristóvão
Apartamentos,105m²,687000,3,1,2,Fátima
Apartamentos,105m²,650000,3,2,2,Fátima
Apartamentos,77m²,250000,3,3,1,Santa Isabel
Apartamentos,110m²,290000,3,2,2,São Pedro
Casas,200m²,590000,4,4,4,Satélite
Apartamentos,60m²,250000,2,2,1,Campestre
Casas,147m²,900000,4,3,4,Ininga
Casas,64m²,70000,2,1,4,João XXIII
Casas,228m²,1100000,4,4,5 ou mais,Centro
Casas,186m²,900000,4,1,2,Ininga
Casas,130m²,330000,3,2,2,Porto do Centro
Casas,393m²,700000,3,3,1,Centro
Casas,250m²,1750000,4,4,2,Uruguai
Casas,130m²,330000,3,1,2,Porto do Centro
Casas,160m²,590000,3,2,3,Horto
Apartamentos,190m²,850000,3,4,2,Ininga
Casas,220m²,700000,5 ou mais,4,4,Itararé
Apartamentos,60m²,340000,2,2,1,Ininga
Casas,61m²,160000,2,1,1,Verdecap
Apartamentos,58m²,272269,2,1,2,Aeroporto
Apartamentos,55m²,230000,2,2,1,Jóquei
Apartamentos,82m²,700000,3,4,2,Ininga
Casas,369m²,950000,5 ou mais,2,5 ou mais,Santa Isabel
Casas,166m²,800000,3,3,2,Uruguai
Casas,190m²,350000,4,3,1,Saci
Apartamentos,132m²,830000,3,2,2,Fátima
Casas,450m²,1200000,5 ou mais,5 ou mais,2,São João
Apartamentos,58m²,155000,2,1,1,Uruguai
Casas,180m²,987000,3,4,2,Núcleo Urbano Fazenda Real
Apartamentos,44m²,110000,2,1,1,Santa Maria
Casas,147m²,900000,4,4,4,Ininga
Apartamentos,75m²,420000,3,2,1,Santa Isabel
Apartamentos,130m²,920000,3,1,2,Fátima
Apartamentos,52m²,150000,2,1,1,Itararé
Apartamentos,168m²,1600000,3,3,2,Jóquei
Casas,424m²,1300000,4,5 ou mais,4,Morros
Apartamentos,136m²,1395000,4,5 ou mais,2,Fátima
Apartamentos,85m²,535000,3,2,2,Ilhotas
Apartamentos,85m²,460000,3,2,2,Ilhotas
Apartamentos,80m²,750000,3,2,2,Jóquei
Apartamentos,130m²,770000,3,2,2,Fátima
Apartamentos,86m²,562990,3,4,2,Jóquei
Apartamentos,64m²,180000,3,2,1,Uruguai
Apartamentos,99m²,280000,3,2,1,Macaúba
Apartamentos,119m²,950000,3,5 ou mais,2,Fátima
Casas,390m²,400000,4,2,3,Porto do Centro
Apartamentos,142m²,1159400,3,4,4,São Cristóvão
Apartamentos,102m²,750000,2,2,2,Jóquei
Casas,188m²,310000,2,3,3,Frei Higino
Casas,65m²,35102,2,1,1,
Apartamentos,81m²,730000,3,2,2,Ininga
Apartamentos,107m²,550000,3,2,2,Ininga
Casas,160m²,680000,4,5 ou mais,2,Morros
Casas,151m²,780000,5 ou mais,5 ou mais,2,Samapi
Apartamentos,32m²,288000,1,1,1,Horto
Casas,260m²,750000,5 ou mais,5 ou mais,1,Santa Isabel
Casas,98m²,415165,3,3,2,Morros
Casas,77m²,289665,3,3,2,Morros
Apartamentos,74m²,500000,3,2,1,Horto
Apartamentos,63m²,267000,3,2,2,Jóquei
Apartamentos,196m²,280000,3,1,1,Aeroporto
Apartamentos,84m²,220000,2,1,1,São João
Apartamentos,75m²,470000,2,1,1,Santa Isabel
Apartamentos,48m²,190000,2,1,1,Cidade Jardim
Apartamentos,60m²,285000,2,3,1,Santa Isabel
Casas,174m²,900000,4,4,2,Piçarreira
Apartamentos,162m²,700000,3,2,2,Frei Serafim
Apartamentos,76m²,370000,3,2,2,Morros
Casas,350m²,3000000,5 ou mais,5 ou mais,5 ou mais,Jóquei
Casas,450m²,4900000,4,5 ou mais,4,Planalto
Casas,93m²,270000,3,3,3,Verde Lar
Apartamentos,47m²,140000,2,1,2,Cidade Nova
Apartamentos,70m²,280000,2,2,2,Satélite
Apartamentos,56m²,254053,2,2,2,Uruguai
Apartamentos,47m²,211000,2,1,1,Cristo Rei
